seconds,cpu,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice
1682632098.303085,cpu,217552,0,15956,514089,1941,0,853,0,0,0
1682632098.803101,cpu,217599,0,15958,514239,1941,0,853,0,0,0
1682632099.303657,cpu,217601,0,15958,514436,1941,0,854,0,0,0
1682632099.803533,cpu,217683,0,15959,514552,1941,0,854,0,0,0
1682632100.303592,cpu,217755,0,15960,514677,1941,0,854,0,0,0
1682632100.803660,cpu,217755,0,15962,514874,1941,0,854,0,0,0
1682632101.303839,cpu,217826,0,15966,515000,1941,0,854,0,0,0
1682632101.803893,cpu,217904,0,15968,515118,1941,0,855,0,0,0
1682632102.304006,cpu,217971,0,15971,515248,1941,0,855,0,0,0
1682632102.804084,cpu,218052,0,15976,515362,1941,0,856,0,0,0
1682632103.304200,cpu,218120,0,15977,515489,1941,0,856,0,0,0
1682632103.804285,cpu,218202,0,15980,515605,1941,0,856,0,0,0
1682632104.304430,cpu,218271,0,15981,515734,1941,0,856,0,0,0
1682632104.804501,cpu,218354,0,15984,515848,1941,0,856,0,0,0
1682632105.304635,cpu,218417,0,15985,515981,1941,0,856,0,0,0
1682632105.804708,cpu,218500,0,15988,516094,1941,0,857,0,0,0
1682632106.304825,cpu,218566,0,15990,516226,1941,0,857,0,0,0
1682632106.804903,cpu,218646,0,15992,516342,1941,0,857,0,0,0
1682632107.305049,cpu,218726,0,15993,516462,1941,0,857,0,0,0
1682632107.805112,cpu,218809,0,15996,516575,1941,0,858,0,0,0
1682632108.305238,cpu,218876,0,15998,516705,1941,0,858,0,0,0
1682632108.805309,cpu,218960,0,16000,516818,1941,0,858,0,0,0
1682632109.305555,cpu,219025,0,16002,516950,1941,0,858,0,0,0
1682632109.805502,cpu,219106,0,16004,517066,1941,0,858,0,0,0
1682632110.305622,cpu,219174,0,16006,517197,1941,0,858,0,0,0
1682632110.805698,cpu,219253,0,16009,517314,1941,0,858,0,0,0
1682632111.305845,cpu,219326,0,16010,517439,1941,0,858,0,0,0
1682632111.805912,cpu,219404,0,16013,517557,1941,0,858,0,0,0
1682632112.306035,cpu,219470,0,16017,517684,1941,0,858,0,0,0
1682632112.806111,cpu,219552,0,16020,517799,1941,0,860,0,0,0
1682632113.306247,cpu,219614,0,16023,517935,1941,0,860,0,0,0
1682632113.806322,cpu,219697,0,16028,518047,1941,0,860,0,0,0
1682632114.306451,cpu,219752,0,16033,518183,1941,0,860,0,0,0
1682632114.806516,cpu,219840,0,16034,518293,1941,0,861,0,0,0
1682632115.306650,cpu,219909,0,16036,518422,1941,0,862,0,0,0
1682632115.806707,cpu,219997,0,16039,518529,1941,0,862,0,0,0
1682632116.306856,cpu,220054,0,16043,518665,1941,0,862,0,0,0
1682632116.806924,cpu,220146,0,16045,518771,1941,0,863,0,0,0
1682632117.307049,cpu,220201,0,16046,518911,1941,0,864,0,0,0
1682632117.807130,cpu,220292,0,16047,519017,1941,0,864,0,0,0
1682632118.307238,cpu,220346,0,16050,519161,1941,0,864,0,0,0
1682632118.807320,cpu,220438,0,16052,519265,1941,0,865,0,0,0
1682632119.307466,cpu,220494,0,16057,519404,1941,0,865,0,0,0
1682632119.807536,cpu,220588,0,16058,519509,1941,0,865,0,0,0
1682632120.307677,cpu,220643,0,16061,519651,1941,0,866,0,0,0
1682632120.807911,cpu,220734,0,16063,519755,1941,0,866,0,0,0
1682632121.308020,cpu,220783,0,16070,519900,1941,0,866,0,0,0
1682632121.808098,cpu,220880,0,16071,520002,1941,0,866,0,0,0
1682632122.308209,cpu,220933,0,16073,520145,1941,0,867,0,0,0
1682632122.808297,cpu,221026,0,16076,520250,1941,0,867,0,0,0
1682632123.308623,cpu,221079,0,16082,520389,1941,0,868,0,0,0
1682632123.808435,cpu,221175,0,16084,520491,1941,0,868,0,0,0
1682632124.308542,cpu,221228,0,16087,520634,1941,0,868,0,0,0
1682632124.808634,cpu,221320,0,16090,520737,1941,0,868,0,0,0
1682632125.308767,cpu,221369,0,16096,520882,1941,0,869,0,0,0
1682632125.808843,cpu,221465,0,16097,520984,1941,0,869,0,0,0
1682632126.308953,cpu,221513,0,16100,521132,1941,0,870,0,0,0
1682632126.809036,cpu,221610,0,16102,521233,1941,0,870,0,0,0
1682632127.309136,cpu,221658,0,16109,521377,1941,0,870,0,0,0
1682632127.809223,cpu,221756,0,16110,521477,1941,0,870,0,0,0
1682632128.309338,cpu,221804,0,16113,521625,1941,0,870,0,0,0
1682632128.809414,cpu,221902,0,16116,521725,1941,0,870,0,0,0
1682632129.309530,cpu,221952,0,16118,521871,1942,0,871,0,0,0
1682632129.809612,cpu,222046,0,16120,521974,1942,0,871,0,0,0
1682632130.309714,cpu,222101,0,16123,522117,1942,0,871,0,0,0
1682632130.809809,cpu,222193,0,16125,522222,1942,0,871,0,0,0
1682632131.309931,cpu,222247,0,16131,522360,1942,0,872,0,0,0
1682632131.810009,cpu,222342,0,16132,522463,1942,0,872,0,0,0
1682632132.310123,cpu,222395,0,16134,522607,1942,0,873,0,0,0
1682632132.810213,cpu,222490,0,16135,522709,1942,0,874,0,0,0
1682632133.310314,cpu,222542,0,16136,522855,1942,0,874,0,0,0
1682632133.810403,cpu,222638,0,16137,522958,1942,0,874,0,0,0
1682632134.310504,cpu,222691,0,16138,523102,1942,0,875,0,0,0
1682632134.810601,cpu,222785,0,16139,523207,1942,0,875,0,0,0
1682632135.310796,cpu,222838,0,16140,523351,1942,0,875,0,0,0
1682632135.810869,cpu,222932,0,16142,523455,1942,0,876,0,0,0
1682632136.310987,cpu,222985,0,16150,523594,1942,0,877,0,0,0
1682632136.811057,cpu,223080,0,16151,523697,1942,0,877,0,0,0
1682632137.311181,cpu,223134,0,16153,523840,1942,0,878,0,0,0
1682632137.811357,cpu,223228,0,16154,523944,1942,0,878,0,0,0
1682632138.311376,cpu,223277,0,16156,524092,1942,0,878,0,0,0
1682632138.811444,cpu,223375,0,16158,524192,1942,0,878,0,0,0
1682632139.311588,cpu,223423,0,16160,524341,1942,0,878,0,0,0
1682632139.811632,cpu,223521,0,16161,524441,1942,0,878,0,0,0
1682632140.311771,cpu,223575,0,16164,524583,1943,0,878,0,0,0
1682632140.811843,cpu,223671,0,16165,524685,1943,0,879,0,0,0
1682632141.311980,cpu,223723,0,16167,524827,1943,0,880,0,0,0
1682632141.812172,cpu,223816,0,16169,524932,1943,0,881,0,0,0
1682632142.312159,cpu,223869,0,16171,525076,1943,0,881,0,0,0
1682632142.812238,cpu,223962,0,16174,525180,1943,0,881,0,0,0
1682632143.312380,cpu,224016,0,16176,525324,1943,0,882,0,0,0
1682632143.812479,cpu,224109,0,16178,525428,1943,0,882,0,0,0
1682632144.312612,cpu,224167,0,16181,525567,1943,0,882,0,0,0
1682632144.812684,cpu,224258,0,16182,525673,1943,0,882,0,0,0
1682632145.312791,cpu,224315,0,16186,525814,1943,0,882,0,0,0
1682632145.812877,cpu,224408,0,16187,525919,1943,0,883,0,0,0
1682632146.312990,cpu,224464,0,16190,526057,1943,0,883,0,0,0
1682632146.812998,cpu,224555,0,16192,526163,1943,0,883,0,0,0
1682632147.313125,cpu,224604,0,16196,526308,1943,0,884,0,0,0
1682632147.813200,cpu,224698,0,16198,526411,1943,0,884,0,0,0
1682632148.313320,cpu,224754,0,16202,526552,1943,0,885,0,0,0
1682632148.813408,cpu,224848,0,16203,526656,1943,0,886,0,0,0
